,Path,File_Name,Title,Year,Rating,Resolution,Aspect_Ratio,Detailed_Aspect_Ratio,File Size,Run_Time(Minutes)
1938,//nubian/archives/movies/movies/Romance/Meet Joe Black (1998) [CF].m4v,Meet Joe Black (1998) [CF].m4v,Meet Joe Black,1998,CF,700x500,1.4,716.0x462.0,1126,172.17630981481483
1939,//nubian/archives/movies/movies/Romance/Midnight Sun (2018) [PG-13].mp4,Midnight Sun (2018) [PG-13].mp4,Midnight Sun,2018,PG-13,700x400,1.75,720.0x360.0,454,91.89610962962963
1940,//nubian/archives/movies/movies/Romance/Miracles From Heaven (2016) [PG].m4v,Miracles From Heaven (2016) [PG].m4v,Miracles From Heaven,2016,PG,700x500,1.4,720.0x472.0,785,109.02572203703703
1941,//nubian/archives/movies/movies/Romance/Mixed Blessings (1995) [TV-PG].m4v,Mixed Blessings (1995) [TV-PG].m4v,Mixed Blessings,1995,TV-PG,700x500,1.4,720.0x480.0,583,90.56728259259259
1942,//nubian/archives/movies/movies/Romance/Moulin Rouge! (2001) [PG-13].m4v,Moulin Rouge! (2001) [PG-13].m4v,Moulin Rouge!,2001,PG-13,700x400,1.75,718.0x364.0,909,127.80337
1943,//nubian/archives/movies/movies/Romance/Mr. Malcolm's List (2022) [PG].m4v,Mr. Malcolm's List (2022) [PG].m4v,Mr. Malcolm's List,2022,PG,1900x800,2.375,1920.0x804.0,2324,117.45831296296296
1944,//nubian/archives/movies/movies/Romance/Music And Lyrics (2007) [PG-13].m4v,Music And Lyrics (2007) [PG-13].m4v,Music And Lyrics,2007,PG-13,700x500,1.4,720.0x480.0,758,104.09496296296295
1945,//nubian/archives/movies/movies/Romance/My Best Friends Boquet (2020) [TV-G].m4v,My Best Friends Boquet (2020) [TV-G].m4v,My Best Friends Boquet,2020,TV-G,700x500,1.4,720.0x480.0,782,83.99988796296296
1946,//nubian/archives/movies/movies/Romance/My Best Friends Wedding (1997) [PG-13].m4v,My Best Friends Wedding (1997) [PG-13].m4v,My Best Friends Wedding,1997,PG-13,700x400,1.75,708.0x358.0,642,104.87171425925926
1947,//nubian/archives/movies/movies/Romance/Nick and Norah's Infinite Playlist [PG-13].m4v,Nick and Norah's Infinite Playlist [PG-13].m4v,Nick and Norah's Infinite Playlist,,PG-13,600x300,2.0,576.0x304.0,826,89.5470962962963
1948,"//nubian/archives/movies/movies/Romance/Notebook, The (2004) [CF].m4v","Notebook, The (2004) [CF].m4v","Notebook, The",2004,CF,700x400,1.75,720.0x362.0,600,114.18518222222222
1949,//nubian/archives/movies/movies/Romance/Notting Hill (1999) [CF].m4v,Notting Hill (1999) [CF].m4v,Notting Hill,1999,CF,700x400,1.75,694.0x362.0,719,116.28561388888889
1950,//nubian/archives/movies/movies/Romance/One Day (2011) [PG-13].m4v,One Day (2011) [PG-13].m4v,One Day,2011,PG-13,700x400,1.75,718.0x364.0,894,107.47111351851852
1951,//nubian/archives/movies/movies/Romance/Overboard (1987) [PG].m4v,Overboard (1987) [PG].m4v,Overboard,1987,PG,700x300,2.3333333333333335,718.0x342.0,813,112.13300981481481
1952,//nubian/archives/movies/movies/Romance/Passengers (2016) [PG-13].m4v,Passengers (2016) [PG-13].m4v,Passengers,2016,PG-13,700x400,1.75,720.0x360.0,552,116.18273314814815
1953,//nubian/archives/movies/movies/Romance/Persuasion (2007) [TV-PG].m4v,Persuasion (2007) [TV-PG].m4v,Persuasion,2007,TV-PG,700x500,1.4,720.0x480.0,934,92.74987944444446
1954,//nubian/archives/movies/movies/Romance/Phantom Of The Opera (2004) [PG-13].m4v,Phantom Of The Opera (2004) [PG-13].m4v,Phantom Of The Opera,2004,PG-13,700x400,1.75,720.0x360.0,883,141.07283703703703
1955,//nubian/archives/movies/movies/Romance/Practical Magic (1998) [PG-13].m4v,Practical Magic (1998) [PG-13].m4v,Practical Magic,1998,PG-13,700x400,1.75,720.0x358.0,724,101.57188685185184
1956,//nubian/archives/movies/movies/Romance/Pretty in Pink (1986) [PG-13].mp4,Pretty in Pink (1986) [PG-13].mp4,Pretty in Pink,1986,PG-13,600x400,1.5,640.0x368.0,1118,96.75666
1957,//nubian/archives/movies/movies/Romance/Pretty Woman (1990) [CF].m4v,Pretty Woman (1990) [CF].m4v,Pretty Woman,1990,CF,700x300,2.3333333333333335,720.0x344.0,768,112.13257611111112
1958,//nubian/archives/movies/movies/Romance/Pride and Prejudice (1995) [TV-PG] - Part 1.m4v,Pride and Prejudice (1995) [TV-PG] - Part 1.m4v,Pride and Prejudice   - Part 1,1995,TV-PG,700x500,1.4,720.0x480.0,1547,155.54356944444444
1959,//nubian/archives/movies/movies/Romance/Pride and Prejudice (1995) [TV-PG] - Part 2.m4v,Pride and Prejudice (1995) [TV-PG] - Part 2.m4v,Pride and Prejudice   - Part 2,1995,TV-PG,700x500,1.4,720.0x480.0,1395,146.78891000000002
1960,//nubian/archives/movies/movies/Romance/Pride And Prejudice (2003) [PG].m4v,Pride And Prejudice (2003) [PG].m4v,Pride And Prejudice,2003,PG,700x400,1.75,710.0x350.0,822,122.87441833333334
1961,//nubian/archives/movies/movies/Romance/Pride And Prejudice (2005) [PG].m4v,Pride And Prejudice (2005) [PG].m4v,Pride And Prejudice,2005,PG,700x500,1.4,720.0x480.0,889,128.26619759259262
1962,"//nubian/archives/movies/movies/Romance/Princess Bride, The (1987) [PG].mp4","Princess Bride, The (1987) [PG].mp4","Princess Bride, The",1987,PG,600x400,1.5,640.0x368.0,1135,98.36771388888889
1963,//nubian/archives/movies/movies/Romance/Ps I Love You (2007) [PG-13].m4v,Ps I Love You (2007) [PG-13].m4v,Ps I Love You,2007,PG-13,700x500,1.4,720.0x480.0,804,126.02481111111112
1964,//nubian/archives/movies/movies/Romance/Redeeming Love (2022) [PG-13].m4v,Redeeming Love (2022) [PG-13].m4v,Redeeming Love,2022,PG-13,1900x800,2.375,1920.0x804.0,2531,134.10063296296298
1965,//nubian/archives/movies/movies/Romance/Roman Holiday (1953) [PG].m4v,Roman Holiday (1953) [PG].m4v,Roman Holiday,1953,PG,700x500,1.4,720.0x480.0,1054,118.18264759259259
1966,//nubian/archives/movies/movies/Romance/Sabrina (1995) [CF].m4v,Sabrina (1995) [CF].m4v,Sabrina,1995,CF,700x500,1.4,718.0x480.0,895,126.69114777777779
1967,//nubian/archives/movies/movies/Romance/Save the Last Dance (2001) [CF].m4v,Save the Last Dance (2001) [CF].m4v,Save the Last Dance,2001,CF,700x500,1.4,718.0x480.0,1257,98.70638555555556
1968,//nubian/archives/movies/movies/Romance/Say Anything (1989) [PG-13].m4v,Say Anything (1989) [PG-13].m4v,Say Anything,1989,PG-13,700x500,1.4,718.0x472.0,635,100.28276981481483
1969,//nubian/archives/movies/movies/Romance/Scarlett (1994) [PG-13] - Part 1.m4v,Scarlett (1994) [PG-13] - Part 1.m4v,Scarlett   - Part 1,1994,PG-13,700x500,1.4,720.0x480.0,816,92.15873333333334
1970,//nubian/archives/movies/movies/Romance/Scarlett (1994) [PG-13] - Part 2.m4v,Scarlett (1994) [PG-13] - Part 2.m4v,Scarlett   - Part 2,1994,PG-13,700x500,1.4,720.0x480.0,798,91.10879555555556
1971,//nubian/archives/movies/movies/Romance/Scarlett (1994) [PG-13] - Part 3.m4v,Scarlett (1994) [PG-13] - Part 3.m4v,Scarlett   - Part 3,1994,PG-13,700x500,1.4,720.0x480.0,758,90.77624111111112
1972,//nubian/archives/movies/movies/Romance/Scarlett (1994) [PG-13] - Part 4.m4v,Scarlett (1994) [PG-13] - Part 4.m4v,Scarlett   - Part 4,1994,PG-13,700x500,1.4,720.0x480.0,655,90.10890777777779
1973,//nubian/archives/movies/movies/Romance/Sense & Sensibility (2008) [TV-14].m4v,Sense & Sensibility (2008) [TV-14].m4v,Sense & Sensibility,2008,TV-14,700x500,1.4,718.0x480.0,1076,174.41590833333333
1974,//nubian/archives/movies/movies/Romance/Seven Year Hitch (2012) [TV-PG].m4v,Seven Year Hitch (2012) [TV-PG].m4v,Seven Year Hitch,2012,TV-PG,700x500,1.4,720.0x480.0,831,86.10880055555555
1975,//nubian/archives/movies/movies/Romance/Shakespeare in Love (1998) [CF].m4v,Shakespeare in Love (1998) [CF].m4v,Shakespeare in Love,1998,CF,700x400,1.75,696.0x372.0,914,118.76531333333334
1976,//nubian/archives/movies/movies/Romance/Sixteen Candles (1984) [PG].m4v,Sixteen Candles (1984) [PG].m4v,Sixteen Candles,1984,PG,700x500,1.4,720.0x460.0,966,92.7302762962963
1977,//nubian/archives/movies/movies/Romance/Sleepless in Seattle (1993) [PG].m4v,Sleepless in Seattle (1993) [PG].m4v,Sleepless in Seattle,1993,PG,700x500,1.4,710.0x480.0,804,105.08859444444444
1978,"//nubian/archives/movies/movies/Romance/Space Between Us, The (2017) [PG-13].m4v","Space Between Us, The (2017) [PG-13].m4v","Space Between Us, The",2017,PG-13,700x400,1.75,720.0x356.0,633,120.72755111111111
1979,//nubian/archives/movies/movies/Romance/Splash (1983) [PG].m4v,Splash (1983) [PG].m4v,Splash,1983,PG,700x500,1.4,720.0x466.0,1656,109.6811524074074
1980,//nubian/archives/movies/movies/Romance/Sweet Autumn (2020) [TV-G].m4v,Sweet Autumn (2020) [TV-G].m4v,Sweet Autumn,2020,TV-G,700x500,1.4,720.0x480.0,950,83.7037587037037
1981,//nubian/archives/movies/movies/Romance/Sweet Home Alabama (2002) [PG-13].m4v,Sweet Home Alabama (2002) [PG-13].m4v,Sweet Home Alabama,2002,PG-13,700x400,1.75,706.0x362.0,596,108.82621740740741
1982,//nubian/archives/movies/movies/Romance/This Beautiful Fantastic (2016) [PG].mp4,This Beautiful Fantastic (2016) [PG].mp4,This Beautiful Fantastic,2016,PG,700x400,1.75,720.0x368.0,435,92.06627962962963
1983,//nubian/archives/movies/movies/Romance/Ticket To Paradise (2022) [PG-13].m4v,Ticket To Paradise (2022) [PG-13].m4v,Ticket To Paradise,2022,PG-13,700x400,1.75,720.0x356.0,961,104.02948074074075
1984,//nubian/archives/movies/movies/Romance/Timeless Love (2019) [TV-PG].m4v,Timeless Love (2019) [TV-PG].m4v,Timeless Love,2019,TV-PG,700x500,1.4,720.0x480.0,782,82.20086851851852
1985,//nubian/archives/movies/movies/Romance/Titanic (1997) [PG-13] - Part 1.m4v,Titanic (1997) [PG-13] - Part 1.m4v,Titanic   - Part 1,1997,PG-13,700x400,1.75,718.0x368.0,1045,107.99274574074073
1986,//nubian/archives/movies/movies/Romance/Titanic (1997) [PG-13] - Part 2.m4v,Titanic (1997) [PG-13] - Part 2.m4v,Titanic   - Part 2,1997,PG-13,700x400,1.75,718.0x368.0,903,86.85371166666665
1987,//nubian/archives/movies/movies/Romance/Tristan & Isolde (2006) [PG-13].m4v,Tristan & Isolde (2006) [PG-13].m4v,Tristan & Isolde,2006,PG-13,700x500,1.4,720.0x472.0,962,125.45977870370369
1988,//nubian/archives/movies/movies/Romance/Twilight (2008) [PG-13].m4v,Twilight (2008) [PG-13].m4v,Twilight,2008,PG-13,700x400,1.75,720.0x356.0,776,121.83546351851851
1989,//nubian/archives/movies/movies/Romance/Twilight Saga - Breaking Dawn Part 1 (2011) [PG-13].m4v,Twilight Saga - Breaking Dawn Part 1 (2011) [PG-13].m4v,Twilight Saga - Breaking Dawn Part 1,2011,PG-13,700x400,1.75,720.0x360.0,601,117.12228277777778
1990,//nubian/archives/movies/movies/Romance/Twilight Saga - Eclipse (2010) [PG-13].m4v,Twilight Saga - Eclipse (2010) [PG-13].m4v,Twilight Saga - Eclipse,2010,PG-13,700x400,1.75,720.0x360.0,684,123.94687833333333
1991,//nubian/archives/movies/movies/Romance/Twilight Saga - New Moon (2009) [PG-13].m4v,Twilight Saga - New Moon (2009) [PG-13].m4v,Twilight Saga - New Moon,2009,PG-13,700x400,1.75,720.0x360.0,593,130.63494888888889
1992,"//nubian/archives/movies/movies/Romance/Ultimate Gift , The (2006) [PG].m4v","Ultimate Gift , The (2006) [PG].m4v","Ultimate Gift , The",2006,PG,700x500,1.4,718.0x472.0,694,117.20027740740741
1993,//nubian/archives/movies/movies/Romance/Uptown Girls (2003) [PG-13].m4v,Uptown Girls (2003) [PG-13].m4v,Uptown Girls,2003,PG-13,700x500,1.4,720.0x464.0,1014,92.47335277777779
1994,"//nubian/archives/movies/movies/Romance/Vow, The (2012) [PG-13].m4v","Vow, The (2012) [PG-13].m4v","Vow, The",2012,PG-13,700x400,1.75,720.0x356.0,852,103.9177024074074
1995,//nubian/archives/movies/movies/Romance/Walk The Line (2005) [PG-13].m4v,Walk The Line (2005) [PG-13].m4v,Walk The Line,2005,PG-13,700x400,1.75,720.0x360.0,1120,135.44639796296298
1996,"//nubian/archives/movies/movies/Romance/Wedding Singer, The (1998) [PG-13].m4v","Wedding Singer, The (1998) [PG-13].m4v","Wedding Singer, The",1998,PG-13,700x500,1.4,718.0x466.0,1042,96.69952037037038
1997,//nubian/archives/movies/movies/Romance/What Happens Later (2023) [R].m4v,What Happens Later (2023) [R].m4v,What Happens Later,2023,R,700x400,1.75,720.0x360.0,792,103.47767962962963
1998,//nubian/archives/movies/movies/Romance/What Women Want (2000) [PG-13].m4v,What Women Want (2000) [PG-13].m4v,What Women Want,2000,PG-13,500x300,1.6666666666666667,512.0x288.0,1408,126.67098888888889
1999,//nubian/archives/movies/movies/Romance/When Calls The Heart (2013) [TV-G].m4v,When Calls The Heart (2013) [TV-G].m4v,When Calls The Heart,2013,TV-G,700x500,1.4,704.0x480.0,679,89.72505185185186
2000,//nubian/archives/movies/movies/Romance/When In Rome (2010) [PG-13].m4v,When In Rome (2010) [PG-13].m4v,When In Rome,2010,PG-13,700x400,1.75,720.0x360.0,608,90.79363833333333
2001,//nubian/archives/movies/movies/Romance/While You Were Sleeping (1995) [PG].m4v,While You Were Sleeping (1995) [PG].m4v,While You Were Sleeping,1995,PG,700x300,2.3333333333333335,720.0x344.0,582,100.67057
2002,//nubian/archives/movies/movies/Romance/You Had Me At Aloha (2021) [TV-G].m4v,You Had Me At Aloha (2021) [TV-G].m4v,You Had Me At Aloha,2021,TV-G,700x500,1.4,720.0x480.0,1127,84.80068796296295
2003,//nubian/archives/movies/movies/Romance/You've Got Mail (1998) [PG].m4v,You've Got Mail (1998) [PG].m4v,You've Got Mail,1998,PG,700x500,1.4,720.0x480.0,1623,118.21568166666667
2004,//nubian/archives/movies/movies/SciFi & Fantasy/2001 (1968) [G].m4v,2001 (1968) [G].m4v,2001,1968,G,1900x900,2.111111111111111,1918.0x864.0,2799,148.8612122222222
2005,//nubian/archives/movies/movies/SciFi & Fantasy/2010 - The Year We Make Contact (1984) [PG].m4v,2010 - The Year We Make Contact (1984) [PG].m4v,2010 - The Year We Make Contact,1984,PG,1900x800,2.375,1912.0x796.0,5387,115.91579962962963
2006,"//nubian/archives/movies/movies/SciFi & Fantasy/5th Element, The (1997) [PG-13].m4v","5th Element, The (1997) [PG-13].m4v","5th Element, The",1997,PG-13,1900x800,2.375,1920.0x804.0,6186,125.89243296296296
2007,"//nubian/archives/movies/movies/SciFi & Fantasy/5Th Wave, The (2016) [PG-13].m4v","5Th Wave, The (2016) [PG-13].m4v","5Th Wave, The",2016,PG-13,700x400,1.75,720.0x360.0,739,112.378655
2008,//nubian/archives/movies/movies/SciFi & Fantasy/Ad Astra (2019) [PG-13].m4v,Ad Astra (2019) [PG-13].m4v,Ad Astra,2019,PG-13,1900x800,2.375,1920.0x804.0,3262,123.03958296296295
2009,//nubian/archives/movies/movies/SciFi & Fantasy/AI - Artificial Intelligence (2001) [PG-13].m4v,AI - Artificial Intelligence (2001) [PG-13].m4v,AI - Artificial Intelligence,2001,PG-13,1900x1100,1.7272727272727273,1920.0x1080.0,10220,145.85682185185183
2010,//nubian/archives/movies/movies/SciFi & Fantasy/Akira (1988) [Edited].m4v,Akira (1988) [Edited].m4v,Akira,1988,Edited,1900x1000,1.9,1920.0x1036.0,4647,123.81805555555555
2011,//nubian/archives/movies/movies/SciFi & Fantasy/Alien Nation - Body and Soul (1995).m4v,Alien Nation - Body and Soul (1995).m4v,Alien Nation - Body and Soul,1995,,700x500,1.4,714.0x480.0,714,90.00713944444445
2012,//nubian/archives/movies/movies/SciFi & Fantasy/Alien Nation - Dark Horizon (1994).m4v,Alien Nation - Dark Horizon (1994).m4v,Alien Nation - Dark Horizon,1994,,700x500,1.4,718.0x480.0,845,92.98399814814815
2013,//nubian/archives/movies/movies/SciFi & Fantasy/Alien Nation - Millenium (1996).m4v,Alien Nation - Millenium (1996).m4v,Alien Nation - Millenium,1996,,700x500,1.4,716.0x480.0,812,90.41754944444445
2014,//nubian/archives/movies/movies/SciFi & Fantasy/Alien Nation - The Enemy Within (1996).m4v,Alien Nation - The Enemy Within (1996).m4v,Alien Nation - The Enemy Within,1996,,700x500,1.4,718.0x480.0,842,90.84909166666667
2015,//nubian/archives/movies/movies/SciFi & Fantasy/Alien Nation - The Udara Legacy (1997).m4v,Alien Nation - The Udara Legacy (1997).m4v,Alien Nation - The Udara Legacy,1997,,700x500,1.4,716.0x476.0,783,89.79470500000001
2016,//nubian/archives/movies/movies/SciFi & Fantasy/Alita Battle Angel (2019) [PG-13].mp4,Alita Battle Angel (2019) [PG-13].mp4,Alita Battle Angel,2019,PG-13,700x400,1.75,720.0x360.0,804,121.9694862962963
2017,"//nubian/archives/movies/movies/SciFi & Fantasy/Andromeda Strain, The (1971)[G].m4v","Andromeda Strain, The (1971)[G].m4v","Andromeda Strain, The",1971,G,700x400,1.75,720.0x364.0,590,130.61910259259258
2018,//nubian/archives/movies/movies/SciFi & Fantasy/Arrival (2016) [PG-13].m4v,Arrival (2016) [PG-13].m4v,Arrival,2016,PG-13,1900x800,2.375,1920.0x804.0,1698,116.38293296296295
2019,//nubian/archives/movies/movies/SciFi & Fantasy/Avatar (2009) [PG-13].m4v,Avatar (2009) [PG-13].m4v,Avatar,2009,PG-13,700x500,1.4,720.0x480.0,2385,159.34186888888888
2020,//nubian/archives/movies/movies/SciFi & Fantasy/Back To The Future (1985) [PG].m4v,Back To The Future (1985) [PG].m4v,Back To The Future,1985,PG,1900x1000,1.9,1920.0x1036.0,6113,116.02771703703704
2021,//nubian/archives/movies/movies/SciFi & Fantasy/Back To The Future 2 (1989) [PG].m4v,Back To The Future 2 (1989) [PG].m4v,Back To The Future 2,1989,PG,700x500,1.4,720.0x460.0,804,108.1249612962963
2022,//nubian/archives/movies/movies/SciFi & Fantasy/Back To The Future Part 3 (1990) [PG].m4v,Back To The Future Part 3 (1990) [PG].m4v,Back To The Future Part 3,1990,PG,1900x1000,1.9,1920.0x1040.0,4483,118.41273851851852
2023,//nubian/archives/movies/movies/SciFi & Fantasy/Battle for the Planet of the Apes (1973) [PG].m4v,Battle for the Planet of the Apes (1973) [PG].m4v,Battle for the Planet of the Apes,1973,PG,700x400,1.75,718.0x364.0,913,96.40047055555556
2024,//nubian/archives/movies/movies/SciFi & Fantasy/Beneath The Planet Of The Apes (1970) [G].m4v,Beneath The Planet Of The Apes (1970) [G].m4v,Beneath The Planet Of The Apes,1970,G,700x400,1.75,720.0x364.0,663,94.70127296296296
2025,//nubian/archives/movies/movies/SciFi & Fantasy/Beyond The Sky (2018) [NR].m4v,Beyond The Sky (2018) [NR].m4v,Beyond The Sky,2018,NR,700x400,1.75,720.0x426.0,441,81.99774907407408
2026,//nubian/archives/movies/movies/SciFi & Fantasy/Blade Runner 2049 (2017) [Edited].m4v,Blade Runner 2049 (2017) [Edited].m4v,Blade Runner 2049,2017,Edited,1900x800,2.375,1920.0x800.0,2699,161.86805555555557
2027,"//nubian/archives/movies/movies/SciFi & Fantasy/Box, The (2009) [PG-13].m4v","Box, The (2009) [PG-13].m4v","Box, The",2009,PG-13,700x400,1.75,720.0x360.0,518,115.79225148148149
2028,//nubian/archives/movies/movies/SciFi & Fantasy/Capricorn One (1977) [PG].m4v,Capricorn One (1977) [PG].m4v,Capricorn One,1977,PG,500x200,2.5,480.0x208.0,439,123.24172916666666
2029,//nubian/archives/movies/movies/SciFi & Fantasy/Captive State (2019) [PG-13].m4v,Captive State (2019) [PG-13].m4v,Captive State,2019,PG-13,700x400,1.75,720.0x356.0,478,109.56765240740741
2030,//nubian/archives/movies/movies/SciFi & Fantasy/Chaos Walking (2021) [PG-13].m4v,Chaos Walking (2021) [PG-13].m4v,Chaos Walking,2021,PG-13,700x400,1.75,720.0x356.0,1044,108.91825351851851
2031,//nubian/archives/movies/movies/SciFi & Fantasy/Close Encounters Of The Third Kind (1977) [PG].m4v,Close Encounters Of The Third Kind (1977) [PG].m4v,Close Encounters Of The Third Kind,1977,PG,1900x800,2.375,1920.0x816.0,7681,137.23709962962963
2032,"//nubian/archives/movies/movies/SciFi & Fantasy/Congress, The (2013) [R].m4v","Congress, The (2013) [R].m4v","Congress, The",2013,R,700x500,1.4,720.0x472.0,1147,122.89012814814814
2033,//nubian/archives/movies/movies/SciFi & Fantasy/Conquest of the Apes (1972) [PG].m4v,Conquest of the Apes (1972) [PG].m4v,Conquest of the Apes,1972,PG,700x300,2.3333333333333335,718.0x276.0,522,86.40441925925926
2034,//nubian/archives/movies/movies/SciFi & Fantasy/Contact (1997) [PG].m4v,Contact (1997) [PG].m4v,Contact,1997,PG,600x400,1.5,640.0x368.0,1902,149.7551611111111
2035,//nubian/archives/movies/movies/SciFi & Fantasy/Cowboys and Aliens (2011) [PG-13].mp4,Cowboys and Aliens (2011) [PG-13].mp4,Cowboys and Aliens,2011,PG-13,700x300,2.3333333333333335,720.0x298.0,1146,118.25535944444444
2036,"//nubian/archives/movies/movies/SciFi & Fantasy/Creator, The (2023) [PG-13].m4v","Creator, The (2023) [PG-13].m4v","Creator, The",2023,PG-13,1900x700,2.7142857142857144,1920.0x696.0,4231,133.49725240740742
2037,//nubian/archives/movies/movies/SciFi & Fantasy/Dark City (1998) [Edited].m4v,Dark City (1998) [Edited].m4v,Dark City,1998,Edited,1900x800,2.375,1920.0x812.0,2210,111.28402777777778
2038,//nubian/archives/movies/movies/SciFi & Fantasy/Dark Star (1974) [PG].m4v,Dark Star (1974) [PG].m4v,Dark Star,1974,PG,600x400,1.5,640.0x352.0,981,82.33711562500001
2039,"//nubian/archives/movies/movies/SciFi & Fantasy/Dark Tower, The (2017) [PG-13].m4v","Dark Tower, The (2017) [PG-13].m4v","Dark Tower, The",2017,PG-13,700x400,1.75,720.0x360.0,520,94.7335275925926
2040,//nubian/archives/movies/movies/SciFi & Fantasy/Dawn of the Planet of the Apes (2014) [PG-13].mp4,Dawn of the Planet of the Apes (2014) [PG-13].mp4,Dawn of the Planet of the Apes,2014,PG-13,700x500,1.4,720.0x472.0,758,130.41500666666667
2041,//nubian/archives/movies/movies/SciFi & Fantasy/Dr.Who Day of the Doctor [PG].m4v,Dr.Who Day of the Doctor [PG].m4v,Dr.Who Day of the Doctor,,PG,700x500,1.4,720.0x480.0,1040,79.91705925925926
2042,//nubian/archives/movies/movies/SciFi & Fantasy/Dune (1984) [PG-13].m4v,Dune (1984) [PG-13].m4v,Dune,1984,PG-13,500x400,1.25,512.0x384.0,1252,136.45798833333333
2043,//nubian/archives/movies/movies/SciFi & Fantasy/Dune (2021) [PG-13].m4v,Dune (2021) [PG-13].m4v,Dune,2021,PG-13,1900x800,2.375,1920.0x804.0,2896,155.4434824074074
2044,//nubian/archives/movies/movies/SciFi & Fantasy/E.T. (1982) [PG].m4v,E.T. (1982) [PG].m4v,E.T.,1982,PG,700x500,1.4,720.0x460.0,1122,119.62130796296296
2045,//nubian/archives/movies/movies/SciFi & Fantasy/Elysium (2013) [Edited].m4v,Elysium (2013) [Edited].m4v,Elysium,2013,Edited,1900x800,2.375,1920.0x804.0,3041,108.74791666666667
2046,//nubian/archives/movies/movies/SciFi & Fantasy/Enders Game (2013) [PG-13].m4v,Enders Game (2013) [PG-13].m4v,Enders Game,2013,PG-13,700x400,1.75,720.0x360.0,936,113.80535796296296
2047,//nubian/archives/movies/movies/SciFi & Fantasy/Enemy Mine (1985) [PG-13].m4v,Enemy Mine (1985) [PG-13].m4v,Enemy Mine,1985,PG-13,700x400,1.75,712.0x366.0,543,108.07838703703705
2048,//nubian/archives/movies/movies/SciFi & Fantasy/Escape from the Planet of the Apes (1971) [G].m4v,Escape from the Planet of the Apes (1971) [G].m4v,Escape from the Planet of the Apes,1971,G,700x300,2.3333333333333335,720.0x274.0,625,97.48822407407407
2049,//nubian/archives/movies/movies/SciFi & Fantasy/ET-The Extra Terrestrial (1982) [PG].m4v,ET-The Extra Terrestrial (1982) [PG].m4v,ET-The Extra Terrestrial,1982,PG,700x500,1.4,720.0x464.0,659,114.60754833333334
2050,//nubian/archives/movies/movies/SciFi & Fantasy/Eternal Sunshine Of The Spotless Mind (2004) [R].m4v,Eternal Sunshine Of The Spotless Mind (2004) [R].m4v,Eternal Sunshine Of The Spotless Mind,2004,R,700x500,1.4,720.0x460.0,1068,107.77808962962963
2051,//nubian/archives/movies/movies/SciFi & Fantasy/Fantastic Beasts And Where To Find Them (2016) [PG-13].m4v,Fantastic Beasts And Where To Find Them (2016) [PG-13].m4v,Fantastic Beasts And Where To Find Them,2016,PG-13,1900x800,2.375,1920.0x800.0,3121,132.87232259259258
2052,//nubian/archives/movies/movies/SciFi & Fantasy/Fantastic Beasts- The Crimes Of Grindelwald (2018) [PG-13].m4v,Fantastic Beasts- The Crimes Of Grindelwald (2018) [PG-13].m4v,Fantastic Beasts- The Crimes Of Grindelwald,2018,PG-13,1900x800,2.375,1920.0x800.0,3054,133.83369962962962
2053,//nubian/archives/movies/movies/SciFi & Fantasy/Fantastic Beasts- The Secrets of Dumbledore (2022) [Edited].m4v,Fantastic Beasts- The Secrets of Dumbledore (2022) [Edited].m4v,Fantastic Beasts- The Secrets of Dumbledore,2022,Edited,1900x800,2.375,1920.0x800.0,2651,142.43333333333334
2054,//nubian/archives/movies/movies/SciFi & Fantasy/Gattaca (1997) [Edited].m4v,Gattaca (1997) [Edited].m4v,Gattaca,1997,Edited,1900x800,2.375,1920.0x800.0,2380,106.45555555555555
2055,//nubian/archives/movies/movies/SciFi & Fantasy/Harry Potter and the Chamber of Secrets (2002) [PG].m4v,Harry Potter and the Chamber of Secrets (2002) [PG].m4v,Harry Potter and the Chamber of Secrets,2002,PG,1900x800,2.375,1916.0x800.0,4211,160.9364698148148
2056,//nubian/archives/movies/movies/SciFi & Fantasy/Harry Potter and the Deathly Hallows Part 1 (2010) [PG-13].m4v,Harry Potter and the Deathly Hallows Part 1 (2010) [PG-13].m4v,Harry Potter and the Deathly Hallows Part 1,2010,PG-13,1900x800,2.375,1920.0x800.0,2865,146.08760796296295
2057,//nubian/archives/movies/movies/SciFi & Fantasy/Harry Potter and the Deathly Hallows Part 2 (2011) [PG-13].m4v,Harry Potter and the Deathly Hallows Part 2 (2011) [PG-13].m4v,Harry Potter and the Deathly Hallows Part 2,2011,PG-13,1900x800,2.375,1920.0x800.0,3155,130.44767814814816
2058,//nubian/archives/movies/movies/SciFi & Fantasy/Harry Potter and the Goblet of Fire (2005) [PG-13].m4v,Harry Potter and the Goblet of Fire (2005) [PG-13].m4v,Harry Potter and the Goblet of Fire,2005,PG-13,1900x800,2.375,1916.0x798.0,3869,157.0909614814815
2059,//nubian/archives/movies/movies/SciFi & Fantasy/Harry Potter and the Half-Blood Prince (2009) [PG-13].m4v,Harry Potter and the Half-Blood Prince (2009) [PG-13].m4v,Harry Potter and the Half-Blood Prince,2009,PG-13,1800x800,2.25,1768.0x800.0,2809,153.51516703703703
2060,//nubian/archives/movies/movies/SciFi & Fantasy/Harry Potter and the Order of the Phoenix (2007) [PG].m4v,Harry Potter and the Order of the Phoenix (2007) [PG].m4v,Harry Potter and the Order of the Phoenix,2007,PG,1900x800,2.375,1918.0x796.0,3479,138.24018518518517
